2011-06-03 12:47:49.907123
location	title	price	value	numBought	url
lexington	$30 for $65 at Ohana Massage Therapy	30	65	231	http://www.groupon.com/deals/ohana-massage-therapy?c=all&amp;p=1
lexington	Heavenly Ham	12	25	841	http://www.groupon.com/deals/heavenly-ham?c=all&amp;p=1
lexington	KORT	20	50	14	http://www.groupon.com/deals/kort-physical-therapy?c=all&amp;p=1
lexington	South Beach Resort Hotel	99	219	2	http://www.groupon.com/deals/south-beach-resort-lexington?c=all&amp;p=1
lexington	Drivetech	69	109	61	http://www.groupon.com/deals/drivetech-racing-school-inc-lexington?c=all&amp;p=1
detroit	$20 for $40 at Mosaic	20	40	773	http://www.groupon.com/deals/mosaic-detroit?c=all&amp;p=1
detroit	Barclay's Wine	25	75	185	http://www.groupon.com/deals/barclays-wine-detroit-4?c=all&amp;p=1
detroit	Hudson Inn, Bed &amp; Breakfast	65	135	31	http://www.groupon.com/deals/hudson-inn?c=all&amp;p=1
detroit	Salon Monaco	28	57	138	http://www.groupon.com/deals/salon-monaco-detroit?c=all&amp;p=1
detroit	Taste of Dearborn	10	20	351	http://www.groupon.com/deals/taste-of-dearborn?c=all&amp;p=1
london	C$22 for C$44 at Palace Theatre	22	44	40	http://www.groupon.com/deals/palace-theatre?c=all&amp;p=1
london	Canoeing the Grand	95	224	14	http://www.groupon.com/deals/canoeing-the-grand-london?c=all&amp;p=1
london	Young Drivers of Canada	50	100	12	http://www.groupon.com/deals/young-drivers-of-canada?c=all&amp;p=1
kalamazoo	$85 for $155 at Indi	85	155	7	http://www.groupon.com/deals/indi-denim-kalamazoo?c=all&amp;p=1
kalamazoo	Fancy Fortune Cookies	15	35	27	http://www.groupon.com/deals/fancy-fortune-cookies-kalamazoo?c=all&amp;p=1
kalamazoo	Mi Ranchito	10	20	500	http://www.groupon.com/deals/mi-ranchito?c=all&amp;p=1
san-francisco	$65 for $140 at The I Spa	65	140	243	http://www.groupon.com/deals/the-i-spa-1?c=all&amp;p=1
san-francisco	Izzi's To-Go East-Coast Bagels &amp; Smokehouse	7	14	187	http://www.groupon.com/deals/izzis-to-go?c=all&amp;p=1
san-francisco	Marinwood Pool	24	48	21	http://www.groupon.com/deals/marinwood?c=all&amp;p=1
san-francisco	"7x7"	7	15	1242	http://www.groupon.com/deals/7x7?c=all&amp;p=1
san-francisco	Loyal Army	10	25	457	http://www.groupon.com/deals/loyal-army-san-francisco?c=all&amp;p=1
san-francisco	Morello Family Chiropractic	30	80	197	http://www.groupon.com/deals/morello-family-chiropractic?c=all&amp;p=1
san-francisco	Salon Baobao	89	185	141	http://www.groupon.com/deals/salon-baobao-san-francisco?c=all&amp;p=1
san-francisco	Focus Opticians	99	238	12	http://www.groupon.com/deals/focus-opticians-optical-outlet?c=all&amp;p=1
san-francisco	Spicely Organic Spices	15	30	345	http://www.groupon.com/deals/spicely-organic-spices-san-francisco?c=all&amp;p=1
san-francisco	Clean Air Lawn Care	79	200	7	http://www.groupon.com/ch/home-and-garden/deals/clean-air-lawn?c=all&amp;p=1
san-francisco	Great Giant Moving &amp; Storage	100	200	19	http://www.groupon.com/ch/home-and-garden/deals/gentle-giant-moving-company?c=all&amp;p=1
san-francisco	Sun First! Solar	99	1100	5	http://www.groupon.com/ch/home-and-garden/deals/sun-first-solar?c=all&amp;p=1
san-francisco	Tourance	35	70	35	http://www.groupon.com/ch/home-and-garden/deals/tourance?c=all&amp;p=1
san-francisco	Albany Bowl	14	28	374	http://www.groupon.com/deals/albany-bowl?c=all&amp;p=1
san-francisco	Hesperian 100% Hand Carwash	20	40	148	http://www.groupon.com/deals/hesperian-100-percent-hand-carwash-2?c=all&amp;p=1
san-francisco	ultra-spective's Haute Pink	99	475	99	http://www.groupon.com/deals/haute-pink-san-francisco?c=all&amp;p=1
san-francisco	Albatross Pub	10	20	2178	http://www.groupon.com/deals/the-albatross-pub?c=all&amp;p=1
san-francisco	Page Mill Winery	10	20	226	http://www.groupon.com/deals/page-mill-winery?c=all&amp;p=1
san-francisco	Appliance Art	25	50	76	http://www.groupon.com/ch/home-and-garden/deals/appliance-art?c=all&amp;p=1
cleveland	$65 for $130 at Hocking Peaks Adventure Park	65	130	85	http://www.groupon.com/deals/hocking-peaks-adventure-park-cleveland?c=all&amp;p=1
cleveland	Si Señor	10	20	536	http://www.groupon.com/deals/si-senor-mexican-restaurant?c=all&amp;p=1
cleveland	Silver Lake Wellness Center	89	180	15	http://www.groupon.com/deals/silver-lake-wellness-center?c=all&amp;p=1
cleveland	Nutty Guys	10	25	320	http://www.groupon.com/deals/nutty-guys-cleveland-2?c=all&amp;p=1
cleveland	Revelations Salon &amp; Spa	35	70	1486	http://www.groupon.com/deals/revelations-salon-and-spa-2?c=all&amp;p=1
cleveland	Indians Music Festival	20	41	634	http://www.groupon.com/deals/indians-music-festival?c=all&amp;p=1
cleveland	Alien Vacation Mini Golf	8	17	544	http://www.groupon.com/deals/alien-vacation-mini-golf?c=all&amp;p=1
cleveland	Thoma &amp; Sutton Eye-Care	25	75	96	http://www.groupon.com/deals/thoma-sutton-eye-care-cleveland?c=all&amp;p=1
albany-capital-region	$20 for $294 at Planet Beach Contempo Spa	20	294	340	http://www.groupon.com/deals/planet-beach-a-comtempo-spa?c=all&amp;p=1
albany-capital-region	Tikkr	49	120	5	http://www.groupon.com/deals/tikkr-albany?c=all&amp;p=1
albany-capital-region	Bay Street Bead Works	15	30	50	http://www.groupon.com/deals/bay-street-bead-works-1?c=all&amp;p=1
albany-capital-region	Big Apple Steam-N-Clean	70	140	29	http://www.groupon.com/deals/big-apple-steam-n-clean?c=all&amp;p=1
albany-capital-region	Amsterdam Municipal Golf Course	14	28	366	http://www.groupon.com/deals/amsterdam-muni-golf-albany-ny?c=all&amp;p=1
albany-capital-region	Route 7 Grill	15	30	69	http://www.groupon.com/deals/route-seven-grill?c=all&amp;p=1
albany-capital-region	DiapersDirect.com	25	50	94	http://www.groupon.com/deals/diapers-direct-albany?c=all&amp;p=1
halifax	C$10 for C$20 at Fundy Restaurant	10	20	107	http://www.groupon.com/deals/fundy-restaurant?c=all&amp;p=1
halifax	Palm Beach Mega Tan	39	79	55	http://www.groupon.com/deals/palm-beach-mega-tan-halifax?c=all&amp;p=1
halifax	My Mother's Bloomers	25	50	344	http://www.groupon.com/deals/my-mothers-bloomers?c=all&amp;p=1
akron-canton	$59 for $278 at American Dental Centers	59	278	41	http://www.groupon.com/deals/american-dental-centers-1?c=all&amp;p=1
akron-canton	Amber Gardens	15	30	261	http://www.groupon.com/deals/amber-gardens-akron?c=all&amp;p=1
akron-canton	Shelly's Massage Therapy	30	60	103	http://www.groupon.com/deals/shellys-massage-therapy?c=all&amp;p=1
akron-canton	Gone Fishin' Bait and Tackle	30	60	122	http://www.groupon.com/deals/gone-fishing-akron?c=all&amp;p=1
akron-canton	Ohio Light Opera	20	46	28	http://www.groupon.com/deals/ohio-light-opera?c=all&amp;p=1
fort-myers-cape-coral	$15 for $30 at BackStreets Sports Bar	15	30	98	http://www.groupon.com/deals/backstreets-sports-bar?c=all&amp;p=1
fort-myers-cape-coral	Bayshore Garden Center	15	30	334	http://www.groupon.com/deals/bayshore-garden-center?c=all&amp;p=1
fort-myers-cape-coral	Dali Decals	20	50	60	http://www.groupon.com/deals/dali-decals-fort-myers-1?c=all&amp;p=1
regina	C$60 for C$132 at A's Laser Nail and Hair Studio	60	132	37	http://www.groupon.com/deals/a-s-laser-nail-and-hair-studio?c=all&amp;p=1
regina	The Core Connection	35	75	129	http://www.groupon.com/deals/core-connection-regina-1?c=all&amp;p=1
regina	Anjika Earthy Fashions	25	50	6	http://www.groupon.com/deals/anjika-earthy-fashions?c=all&amp;p=1
ocala	$10 for $20 at Lakis Greek &amp; Italian Restaurant	10	20	264	http://www.groupon.com/deals/lakis-restaurant-ocala?c=all&amp;p=1
ocala	Yoder Chiropractic Wellness Center	10	20	3	http://www.groupon.com/deals/yoder-chiropractic-wellness-center?c=all&amp;p=1
ocala	Nutty Guys	10	25	94	http://www.groupon.com/deals/nutty-guys-ocala-2?c=all&amp;p=1
ocala	L A Wraps	55	125	5	http://www.groupon.com/deals/la-wraps?c=all&amp;p=1
jackson	$5 for $10 at Sno Biz	5	10	325	http://www.groupon.com/deals/sno-biz?c=all&amp;p=1
jackson	eUndies.com	12	25	2	http://www.groupon.com/deals/eundies-jackson?c=all&amp;p=1
jackson	Private Collection Consignment	20	40	124	http://www.groupon.com/deals/private-collection-consignment?c=all&amp;p=1
jackson	Cherished Memories Photography	40	125	24	http://www.groupon.com/deals/cherished-memories-photography?c=all&amp;p=1
jackson	Lake Harbor Medical	59	160	300	http://www.groupon.com/deals/lake-harbor-medical?c=all&amp;p=1
albany-ga	$10 for $25 at Nutty Guys	10	25	14	http://www.groupon.com/deals/nutty-guys-southern-georgia?c=all&amp;p=1
albany-ga	Miracle Strip at Pier Park	10	19	2	http://www.groupon.com/deals/miracle-strip-albany?c=all&amp;p=1
albany-ga	"Southwest Georgia Living" Magazine	9	18	128	http://www.groupon.com/deals/southwest-georgia-living-magazine?c=all&amp;p=1
albany-ga	Nana's	5	10	63	http://www.groupon.com/deals/nanas-ice-cream-albany-ga?c=all&amp;p=1
fort-wayne	$30 for $65 at Merle Norman and Luxe Day Spa	30	65	92	http://www.groupon.com/deals/merle-norman-cosmetics-1?c=all&amp;p=1
fort-wayne	AA Elegant Limo	69	195	19	http://www.groupon.com/deals/aa-elegant-limo?c=all&amp;p=1
fort-wayne	Snapperz Family Fun &amp; Sports	10	28	1	http://www.groupon.com/deals/snapperz-family-fun-sports-fort-wayne?c=all&amp;p=1
fort-wayne	Wine Insiders	25	75	183	http://www.groupon.com/deals/wine-insiders-fort-wayne-2?c=all&amp;p=1
knoxville	$12 for $30 at Savelli’s Italian Restaurant	12	30	654	http://www.groupon.com/deals/savellis-italian-restaurant?c=all&amp;p=1
knoxville	Arnold Estates Equestrian and Log Cabin Resort	25	50	76	http://www.groupon.com/deals/arnold-estates-equestrian?c=all&amp;p=1
knoxville	CoastalContacts.com	19	60	57	http://www.groupon.com/deals/coastal-contacts-knoxville?c=all&amp;p=1
knoxville	Nutty Guys	10	25	313	http://www.groupon.com/deals/nutty-guys-knoxville-2?c=all&amp;p=1
knoxville	Blue Moon Dinner Theatre	10	20	55	http://www.groupon.com/deals/blue-moon-dinner-theatre?c=all&amp;p=1
greenville	$10 for $20 at Brioso Fresh Pasta	10	20	1128	http://www.groupon.com/deals/brioso-fresh-pasta?c=all&amp;p=1
greenville	GNC	2	5	290	http://www.groupon.com/deals/gnc-greenville?c=all&amp;p=1
greenville	2011 Blues, Brews, and BBQ Festival	34	66	273	http://www.groupon.com/deals/charter-amphitheatre?c=all&amp;p=1
greenville	Erin Condren	25	50	1	http://www.groupon.com/deals/erin-condren-greenville?c=all&amp;p=1
greenville	Sexy Taco	199	500	9	http://www.groupon.com/deals/sexy-taco-greenville?c=all&amp;p=1
greenville	LifeLogic Health Center	29	225	25	http://www.groupon.com/deals/life-logic-health-center?c=all&amp;p=1
richmond	$30 for $60 at Stock Car Driving Experience Presents Try It Racing	30	60	28	http://www.groupon.com/deals/try-it-racing-richmond-1?c=all&amp;p=1
richmond	Angie's List	25	62	59	http://www.groupon.com/deals/angies-list-richmond?c=all&amp;p=1
richmond	Baby Genius	25	49	101	http://www.groupon.com/deals/baby-genius-richmond-1?c=all&amp;p=1
richmond	Royal India	12	25	208	http://www.groupon.com/deals/royal-india-richmond?c=all&amp;p=1
richmond	Richmond Alternative Center for Health	75	150	393	http://www.groupon.com/deals/stephanie-quinby-at-rach-richmond?c=all&amp;p=1
richmond	DuCard Vineyards	40	70	44	http://www.groupon.com/deals/ducard-vineyards?c=all&amp;p=1
providence	$25 for $50 at Providence Prime	25	50	810	http://www.groupon.com/deals/providence-prime?c=all&amp;p=1
providence	RBF Fitness and Nutrition	39	149	13	http://www.groupon.com/deals/rbf-fitness-and-nutrition?c=all&amp;p=1
providence	Newport International Polo Series	15	30	90	http://www.groupon.com/deals/newport-international-polo-series?c=all&amp;p=1
providence	The Cake Biz	10	20	259	http://www.groupon.com/deals/the-cake-biz?c=all&amp;p=1
providence	Ch'i Spa	32	65	202	http://www.groupon.com/deals/chi-spa-providence?c=all&amp;p=1
providence	Soma Yoga	29	60	89	http://www.groupon.com/deals/soma-yoga-newport?c=all&amp;p=1
providence	Spa Noor	150	300	18	http://www.groupon.com/deals/spa-noor?c=all&amp;p=1
providence	Closet Classics	100	250	12	http://www.groupon.com/ch/home-and-garden/deals/closet-classics-boston?c=all&amp;p=1
providence	Dream On	50	200	85	http://www.groupon.com/ch/home-and-garden/deals/dream-on?c=all&amp;p=1
providence	RES Solar	99	1000	0	http://www.groupon.com/ch/home-and-garden/deals/res-solar?c=all&amp;p=1
providence	Road Warrior Moving and Storage	99	300	108	http://www.groupon.com/ch/home-and-garden/deals/road-warrior-moving-and-storage?c=all&amp;p=1
providence	Turkish Towels	20	40	83	http://www.groupon.com/ch/home-and-garden/deals/turkish-towels-boston?c=all&amp;p=1
providence	Wayside Gardens	24	50	106	http://www.groupon.com/ch/home-and-garden/deals/wayside-gardens-boston?c=all&amp;p=1
shreveport-bossier	$30 for $60 at Aperio Salon	30	60	195	http://www.groupon.com/deals/aperio-salon?c=all&amp;p=1
shreveport-bossier	Midwest Homebrewing and Winemaking Supplies	64	127	19	http://www.groupon.com/deals/midwest-hydroponic-shreveport?c=all&amp;p=1
shreveport-bossier	i declare!	25	50	11	http://www.groupon.com/deals/i-declare-shreveport?c=all&amp;p=1
toledo	$15 for $30 at Black Pearl Restaurant	15	30	562	http://www.groupon.com/deals/black-pearl-restaurant?c=all&amp;p=1
toledo	Hot Yoga With Joe	15	45	337	http://www.groupon.com/deals/hot-yoga-with-joe-1?c=all&amp;p=1
toledo	Bag the Habit	10	20	93	http://www.groupon.com/deals/bag-the-habit-1?c=all&amp;p=1
toledo	Healthy Edge Massage, LLC	30	65	300	http://www.groupon.com/deals/healthy-edge-massage?c=all&amp;p=1
kansas-city	$7 for $15 at Po's Dumpling Bar	7	15	552	http://www.groupon.com/deals/pos-dumpling-kansas-city-mo?c=all&amp;p=1
kansas-city	Amore Chocolate Pizza Company	20	40	149	http://www.groupon.com/deals/amore-chocolate-pizza-company?c=all&amp;p=1
kansas-city	Impact Fitness	20	50	12	http://www.groupon.com/deals/impact-fitness-kansas-city?c=all&amp;p=1
kansas-city	Modern Dermatology &amp; Aesthetics	40	100	49	http://www.groupon.com/deals/modern-dermatology-aesthetics-1?c=all&amp;p=1
kansas-city	Timbermist Farm	59	120	30	http://www.groupon.com/deals/timbermist-farm-kansas-city?c=all&amp;p=1
kansas-city	Kwal Paint	15	30	342	http://www.groupon.com/deals/kwal-paint-kansas-city?c=all&amp;p=1
kansas-city	Black Tie Photo Booths	599	1200	11	http://www.groupon.com/deals/black-tie-photo-booths?c=all&amp;p=1
los-angeles	$25 for $105 at Beneveda Medical Group	25	105	87	http://www.groupon.com/deals/beneveda-medical-group-1?c=all&amp;p=1
los-angeles	Beverly Hills Rejuvenation Center	79	210	162	http://www.groupon.com/deals/beverly-hills-rejuvenation-center?c=all&amp;p=1
los-angeles	Long Beach Hydrobikes	10	20	600	http://www.groupon.com/deals/long-beach-hydrobikes-los-angeles-ca?c=all&amp;p=1
los-angeles	Stefano's Pizzeria	10	20	443	http://www.groupon.com/deals/stefanos-pizzeria?c=all&amp;p=1
los-angeles	Thread	12	25	53	http://www.groupon.com/deals/thread-show-los-angeles?c=all&amp;p=1
los-angeles	REO Speedwagon with Very Special Guest Rick Springfield and Art Alexakis	33	67	140	http://www.groupon.com/deals/nederlander-concerts-la?c=all&amp;p=1
los-angeles	Cookin' Stuff	20	40	974	http://www.groupon.com/ch/home-and-garden/deals/cookin-stuff-2?c=all&amp;p=1
los-angeles	"Bon Appétit" Magazine	7	15	1693	http://www.groupon.com/ch/home-and-garden/deals/bon-appetit-la-channel?c=all&amp;p=1
los-angeles	Hybrid Light	30	60	173	http://www.groupon.com/ch/home-and-garden/deals/hybrid-light-la?c=all&amp;p=1
los-angeles	Jolivette Cleaning Services	69	159	280	http://www.groupon.com/ch/home-and-garden/deals/jolivette-cleaning-service-la?c=all&amp;p=1
los-angeles	The Spicy Gourmet	15	40	141	http://www.groupon.com/ch/home-and-garden/deals/the-spicy-gourmet-la?c=all&amp;p=1
los-angeles	Henry's Hat	15	35	511	http://www.groupon.com/deals/henrys-hat-1?c=all&amp;p=1
los-angeles	Origin Natural Care	60	150	17	http://www.groupon.com/deals/origin-natural-care?c=all&amp;p=1
los-angeles	Beto's Grill	10	20	217	http://www.groupon.com/deals/betos-grill?c=all&amp;p=1
los-angeles	Cinema Secrets Beauty Supply	20	40	86	http://www.groupon.com/deals/cinema-secrets?c=all&amp;p=1
los-angeles	Wine Country Trails by Horseback	150	300	70	http://www.groupon.com/deals/wine-country-trails-by-horseback-la?c=all&amp;p=1
fort-worth	$7 for $14 at Fort Worth Cats	7	14	1126	http://www.groupon.com/deals/fort-worth-cats-fort-worth-texas?c=all&amp;p=1
fort-worth	Jump!Zone	18	40	284	http://www.groupon.com/deals/jumpzone-southlake-fort-worth-tx?c=all&amp;p=1
fort-worth	Three by The Quill Pen	10	60	110	http://www.groupon.com/ch/home-and-garden/deals/three-by-the-quill-pen?c=all&amp;p=1
fort-worth	Hybrid Light	30	60	76	http://www.groupon.com/ch/home-and-garden/deals/hybrid-light-dallas?c=all&amp;p=1
fort-worth	Natural Environments Landscaping	249	500	30	http://www.groupon.com/ch/home-and-garden/deals/natural-environments-landscaping?c=all&amp;p=1
fort-worth	Oxi Fresh Carpet Cleaning	59	120	90	http://www.groupon.com/ch/home-and-garden/deals/oxi-fresh-dallas?c=all&amp;p=1
fort-worth	SunSetter Awnings	99	600	8	http://www.groupon.com/ch/home-and-garden/deals/sunsetter-products-dallas?c=all&amp;p=1
daytona-beach	$40 for $81 at Pastime Princess	40	81	234	http://www.groupon.com/deals/pastime-princess-1?c=all&amp;p=1
daytona-beach	Zeno's Boardwalk Street Shop	6	12	225	http://www.groupon.com/deals/zenos-worlds-most-famous-taffy?c=all&amp;p=1
columbus	$12 for $30 at Fujiyama Steak House of Japan	12	30	1553	http://www.groupon.com/deals/fujiyama-steak-house-of-japan-1?c=all&amp;p=1
columbus	Columbus Monthly	12	24	247	http://www.groupon.com/deals/columbus-monthly-magazine-2?c=all&amp;p=1
columbus	B&amp;B Custom Mobile Detailing	69	154	396	http://www.groupon.com/deals/bb-custom-mobile-detailing?c=all&amp;p=1
columbus	Bronze FX Tanning	20	69	232	http://www.groupon.com/deals/bronze-fx-tanning-dublin?c=all&amp;p=1
columbus	New Albany Links Restaurant and Grill	10	20	191	http://www.groupon.com/deals/new-albany-links-restaurant-and-grill?c=all&amp;p=1
columbus	Sportations	159	239	93	http://www.groupon.com/deals/sportations-columbus?c=all&amp;p=1
columbus	Angie's List	25	62	243	http://www.groupon.com/deals/angies-list-columbus?c=all&amp;p=1
columbus	2011 BIA Parade of Homes	10	24	1000	http://www.groupon.com/deals/bia-parade-of-homes?c=all&amp;p=1
fairfield-county	$10 for $20 at Tuscany Ristorante	10	20	106	http://www.groupon.com/deals/tuscany-ristorante?c=all&amp;p=1
fairfield-county	Jared Andrew Studio	30	60	12	http://www.groupon.com/deals/jared-andrew-studio?c=all&amp;p=1
fairfield-county	Today's Tan Norwalk	15	30	15	http://www.groupon.com/deals/todays-tan?c=all&amp;p=1
fairfield-county	Biotone Skin Clinic	55	110	98	http://www.groupon.com/deals/biotone-skin-clinic-westport?c=all&amp;p=1
fairfield-county	FreshDirect	50	100	47	http://www.groupon.com/deals/freshdirect-fairfield-county?c=all&amp;p=1
fairfield-county	Sound Charters	500	1000	0	http://www.groupon.com/deals/sound-charters?c=all&amp;p=1
fairfield-county	Central Connecticut Electrolysis	20	40	73	http://www.groupon.com/deals/central-connecticut-electrolysis?c=all&amp;p=1
fairfield-county	Hands On Pottery	10	20	263	http://www.groupon.com/deals/hands-on-pottery?c=all&amp;p=1
fairfield-county	Comfortable Care Dentistry	159	875	157	http://www.groupon.com/deals/comfortable-care-dentistry?c=all&amp;p=1
fairfield-county	TilesandSmiles	10	25	435	http://www.groupon.com/ch/home-and-garden/deals/tiles-and-smiles-nyc?c=all&amp;p=1
stlouis	$18 for $37 at Saint Louis Ballet	18	37	168	http://www.groupon.com/deals/romeo-and-juliet-ballet?c=all&amp;p=1
stlouis	Celebration Cruise Line	299	630	0	http://www.groupon.com/deals/celebration-cruise-line-tulsa-1?c=all&amp;p=1
stlouis	Shave No More Laser Hair Reduction	60	192	78	http://www.groupon.com/deals/shave-no-more-laser-hair-reduction?c=all&amp;p=1
stlouis	YogaSource	25	74	375	http://www.groupon.com/deals/yoga-source-st-louis?c=all&amp;p=1
stlouis	Quality Weight Loss	1199	2400	9	http://www.groupon.com/deals/quality-weight-loss?c=all&amp;p=1
san-jose	$10 for $20 at Puro Peru	10	20	413	http://www.groupon.com/deals/puro-peru-restaurant?c=all&amp;p=1
san-jose	ultra-spective's Haute Pink	99	475	55	http://www.groupon.com/deals/haute-pink?c=all&amp;p=1
san-jose	Main St. Annex Salon	45	100	240	http://www.groupon.com/deals/main-st-annex-salon?c=all&amp;p=1
san-jose	Schurra's Fine Confections	20	40	1191	http://www.groupon.com/deals/schurras-fine-confections?c=all&amp;p=1
san-jose	Poetic Cellars	20	44	210	http://www.groupon.com/deals/poetic-cellars?c=all&amp;p=1
san-jose	SmilePlus Dentistry	99	426	5	http://www.groupon.com/deals/smile-plus-dentistry?c=all&amp;p=1
san-jose	GrapeBomb.com	45	100	183	http://www.groupon.com/deals/snow-bomb-tahoe-card-5?c=all&amp;p=1
san-jose	Monterey Skin Fitness Center	79	175	22	http://www.groupon.com/deals/monterey-skin-fitness-center?c=all&amp;p=1
san-jose	Spicely Organic Spices	15	30	159	http://www.groupon.com/deals/spicely-organic-spices-san-jose?c=all&amp;p=1
san-jose	Great Giant Moving &amp; Storage	100	200	19	http://www.groupon.com/ch/home-and-garden/deals/gentle-giant-moving-company?c=all&amp;p=1
san-jose	Tourance	35	70	35	http://www.groupon.com/ch/home-and-garden/deals/tourance?c=all&amp;p=1
san-jose	Appliance Art	25	50	76	http://www.groupon.com/ch/home-and-garden/deals/appliance-art?c=all&amp;p=1
san-jose	Art + Auction	40	80	8	http://www.groupon.com/ch/home-and-garden/deals/blue-dolphin-sf?c=all&amp;p=1
san-jose	Sun First! Solar	99	1100	5	http://www.groupon.com/ch/home-and-garden/deals/sun-first-solar?c=all&amp;p=1
nashville	$15 for $30 at Steve's Restaurant &amp; Bar	15	30	220	http://www.groupon.com/deals/steves-restaurant-bar-and-grill-east-nashville?c=all&amp;p=1
nashville	Lanes, Trains, &amp; Automobiles Entertainment Depot	25	81	306	http://www.groupon.com/deals/lanes-trains-automobiles?c=all&amp;p=1
nashville	Studio Green	150	300	22	http://www.groupon.com/deals/studio-green-nashville?c=all&amp;p=1
nashville	ZZ Top	42	85	40	http://www.groupon.com/deals/zz-top?c=all&amp;p=1
nashville	Baymont Inn and Suites	40	82	110	http://www.groupon.com/deals/baymont-inn-and-suites-goodlettsville?c=all&amp;p=1
nashville	Ben &amp; Jerry’s Scoop Shop	5	10	2533	http://www.groupon.com/deals/ben-and-jerrys-vanderbilt?c=all&amp;p=1
nashville	The Wine &amp; Easel	12	24	482	http://www.groupon.com/deals/the-wine-and-easel?c=all&amp;p=1
nashville	eUndies.com	12	25	345	http://www.groupon.com/deals/eundies-nashville?c=all&amp;p=1
nashville	"Nashville Arts Magazine"	22	45	20	http://www.groupon.com/deals/nashville-arts-magazine-1?c=all&amp;p=1
albuquerque	$12 for $25 at ABQ Trolley Co.	12	25	195	http://www.groupon.com/deals/abq-trolley-co?c=all&amp;p=1
albuquerque	On Your Feet, On Your Little Feet, and Get it Together	20	40	50	http://www.groupon.com/deals/on-your-feet?c=all&amp;p=1
albuquerque	Salsa-Baby	15	30	18	http://www.groupon.com/deals/salsa-baby-1?c=all&amp;p=1
albuquerque	Kwal Paint	15	30	211	http://www.groupon.com/deals/kwal-paint-albuquerque?c=all&amp;p=1
albuquerque	DiapersDirect.com	25	50	67	http://www.groupon.com/deals/diapers-direct-albuquerque?c=all&amp;p=1
albuquerque	C.G. Higgins	8	16	140	http://www.groupon.com/deals/cg-higgins-albuquerque?c=all&amp;p=1
albuquerque	Smile White Now	75	150	73	http://www.groupon.com/deals/smile-white-now-1?c=all&amp;p=1
albuquerque	The Box Performance Space	20	40	7	http://www.groupon.com/deals/the-box-performance-space?c=all&amp;p=1
albuquerque	Trade Center Automotive	12	35	500	http://www.groupon.com/deals/trade-center-automotive?c=all&amp;p=1
north-jersey	$50 for $102 at Spirit Cruises	50	102	318	http://www.groupon.com/deals/spirit-cruises-2?c=all&amp;p=1
north-jersey	East Coast Jet Ski	40	80	19	http://www.groupon.com/deals/east-coast-jetski?c=all&amp;p=1
north-jersey	Fresh Grill Café	99	375	28	http://www.groupon.com/deals/fresh-grill-cafe-north-jersey?c=all&amp;p=1
north-jersey	Bento Shop	6	12	113	http://www.groupon.com/deals/sushi-by-bento-shop?c=all&amp;p=1
north-jersey	Sweet Indulgences	11	23	174	http://www.groupon.com/deals/sweet-indulgences?c=all&amp;p=1
north-jersey	Alora Salon	50	100	30	http://www.groupon.com/deals/alora-salon?c=all&amp;p=1
north-jersey	Chef Jon's Authentic Chinese Cuisine	12	25	542	http://www.groupon.com/deals/chef-jons-authentic-chinese-restaurant?c=all&amp;p=1
north-jersey	FreshDirect	50	100	438	http://www.groupon.com/deals/freshdirect-north-jersey?c=all&amp;p=1
north-jersey	Ojas Center	25	60	38	http://www.groupon.com/deals/ojas-yoga-center?c=all&amp;p=1
north-jersey	Vito Mazza Salon &amp; Spa	99	300	10	http://www.groupon.com/deals/vito-mazza-salon-spa?c=all&amp;p=1
north-jersey	Country Road Cycles	25	50	10	http://www.groupon.com/deals/country-road-cycles-north-jersey?c=all&amp;p=1
north-jersey	Art + Auction	40	80	49	http://www.groupon.com/ch/home-and-garden/deals/blue-dolphin-new-york?c=all&amp;p=1
north-jersey	Capital Audio	20	45	7	http://www.groupon.com/ch/home-and-garden/deals/capital-audio-nyc?c=all&amp;p=1
north-jersey	Pink Red Kelly	50	100	34	http://www.groupon.com/ch/home-and-garden/deals/pink-red-kelly-nyc?c=all&amp;p=1
north-jersey	SunSetter Awnings	99	600	16	http://www.groupon.com/ch/home-and-garden/deals/sunsetter-products-nyc?c=all&amp;p=1
north-jersey	TilesandSmiles	10	25	435	http://www.groupon.com/ch/home-and-garden/deals/tiles-and-smiles-nyc?c=all&amp;p=1
north-jersey	Violight	20	40	415	http://www.groupon.com/ch/home-and-garden/deals/violight?c=all&amp;p=1
boise	$15 for $30 at Elite Finish Auto Detailing	15	30	31	http://www.groupon.com/deals/elite-finish-auto?c=all&amp;p=1
boise	Fusions Glass Studio	35	75	159	http://www.groupon.com/deals/fusions-glass-studio?c=all&amp;p=1
boise	Barclay's Wine	25	75	153	http://www.groupon.com/deals/barclays-wine-boise-3?c=all&amp;p=1
barrie	C$29 for C$60 at Lotus Day Spa	29	60	184	http://www.groupon.com/deals/lotus-day-spa-barrie?c=all&amp;p=1
grand-rapids	$39 for $96 at The McCahill Group	39	96	33	http://www.groupon.com/deals/bridgewater-fitness?c=all&amp;p=1
grand-rapids	Classic Image, Inc.	15	30	19	http://www.groupon.com/deals/classic-image-1?c=all&amp;p=1
grand-rapids	Grand Rapids Public Museum	20	60	1096	http://www.groupon.com/deals/grand-rapids-public-museum?c=all&amp;p=1
grand-rapids	The Venue	10	25	147	http://www.groupon.com/deals/the-venue-grand-rapids-1?c=all&amp;p=1
