2011-06-03 12:47:49.907123
location	title	price	value	numBought	url
grand-rapids	Fotohuis Photography	695	1650	5	http://www.groupon.com/deals/fotohuis?c=all&amp;p=1
grand-rapids	Macatawa Legends Golf &amp; Country Club	90	180	47	http://www.groupon.com/deals/macatawa-legends-golf?c=all&amp;p=1
grand-rapids	Mixbook	15	50	377	http://www.groupon.com/deals/mixbook-grand-rapids-2?c=all&amp;p=1
grand-rapids	Nautical Knots	5	10	556	http://www.groupon.com/deals/nautical-knots?c=all&amp;p=1
grand-rapids	Great Lakes Aerial Perspectives	99	320	10	http://www.groupon.com/deals/great-lakes-aerial-perspective?c=all&amp;p=1
salem-or	$25 for $70 at Oil Can Henry's	25	70	518	http://www.groupon.com/deals/oil-can-henrys-salem-1?c=all&amp;p=1
salem-or	Slide Scanning Pros	7	20	5	http://www.groupon.com/deals/slide-scanning-pros-salem?c=all&amp;p=1
salem-or	Coffee in Motion	4	8	575	http://www.groupon.com/deals/coffee-in-motion-salem-or?c=all&amp;p=1
bakersfield	$6 for $12 at Bakersfield Magazine	6	12	34	http://www.groupon.com/deals/bakersfield-magazine-2?c=all&amp;p=1
bakersfield	Mixbook	15	50	218	http://www.groupon.com/deals/mixbook-bakersfield?c=all&amp;p=1
bakersfield	Barclay's Wine	25	75	21	http://www.groupon.com/deals/barclays-wine-bakersfield-1?c=all&amp;p=1
long-island	$49 for $99 at Long Island Stand-Up Paddle Boarding Co.	49	99	53	http://www.groupon.com/deals/long-island-paddle-boarding?c=all&amp;p=1
long-island	GetMaineLobster.com	115	245	9	http://www.groupon.com/deals/get-maine-lobster-long-island?c=all&amp;p=1
long-island	The Healthy Eatery	6	12	207	http://www.groupon.com/deals/the-healthy-eatery?c=all&amp;p=1
long-island	CATZ	35	225	351	http://www.groupon.com/deals/catz-long-island?c=all&amp;p=1
long-island	Ciao Baby‎	15	30	729	http://www.groupon.com/deals/ciao-baby-1?c=all&amp;p=1
long-island	Dermatology Center of Long Island	80	175	17	http://www.groupon.com/deals/dermatology-center-of-long-island-1?c=all&amp;p=1
long-island	Long Island Transit Express Commuter Service	49	100	191	http://www.groupon.com/deals/long-island-transit?c=all&amp;p=1
long-island	Daryl Hall &amp; John Oates	26	52	281	http://www.groupon.com/deals/hall-and-oates-jones-beach?c=all&amp;p=1
long-island	Dali Decals	20	50	60	http://www.groupon.com/deals/dali-decals-long-island-1?c=all&amp;p=1
long-island	Inmotion Clothing	15	30	74	http://www.groupon.com/deals/inmotion-active-clothing-and-footwear?c=all&amp;p=1
long-island	Art + Auction	40	80	49	http://www.groupon.com/ch/home-and-garden/deals/blue-dolphin-new-york?c=all&amp;p=1
long-island	Capital Audio	20	45	7	http://www.groupon.com/ch/home-and-garden/deals/capital-audio-nyc?c=all&amp;p=1
long-island	Pink Red Kelly	50	100	34	http://www.groupon.com/ch/home-and-garden/deals/pink-red-kelly-nyc?c=all&amp;p=1
long-island	SunSetter Awnings	99	600	16	http://www.groupon.com/ch/home-and-garden/deals/sunsetter-products-nyc?c=all&amp;p=1
long-island	TilesandSmiles	10	25	435	http://www.groupon.com/ch/home-and-garden/deals/tiles-and-smiles-nyc?c=all&amp;p=1
long-island	Violight	20	40	415	http://www.groupon.com/ch/home-and-garden/deals/violight?c=all&amp;p=1
little-rock	$7 for $15 at Ciao Italian Restaurant	7	15	317	http://www.groupon.com/deals/ciao-italian-restaurant-3?c=all&amp;p=1
little-rock	Ziezta	8	20	11	http://www.groupon.com/deals/ziezta-sleep-strips-little-rock?c=all&amp;p=1
little-rock	Fallon Jade Photography	125	280	0	http://www.groupon.com/deals/fallon-jade-photography?c=all&amp;p=1
little-rock	Bandals Footwear	30	75	41	http://www.groupon.com/deals/bandals-little-rock?c=all&amp;p=1
little-rock	Cottonlandia Museum	5	10	0	http://www.groupon.com/deals/cottonlandia-museum-little-rock?c=all&amp;p=1
anchorage	$49 for $100 at Back In Motion Chiropractic	49	100	144	http://www.groupon.com/deals/back-in-motion-chiropractic-llc?c=all&amp;p=1
anchorage	Phaze One Skate Park	7	15	15	http://www.groupon.com/deals/phaze-one-skate-park?c=all&amp;p=1
las-vegas	$99 for $190 at Adventure Helicopter Tours	99	190	39	http://www.groupon.com/deals/adventure-helicopter-tours-lasvegas?c=all&amp;p=1
las-vegas	Box Human Landscapers	29	65	280	http://www.groupon.com/deals/box-waxing-las-vegas?c=all&amp;p=1
las-vegas	DeMarco's Italian Restaurant	10	25	183	http://www.groupon.com/deals/demarcos-italian-restaurant?c=all&amp;p=1
las-vegas	Gypsy Junkies 	25	55	35	http://www.groupon.com/deals/gypsyjunkies?c=all&amp;p=1
las-vegas	Luxor Hotel &amp; Casino - Nurture Spa &amp; Salon	50	100	573	http://www.groupon.com/deals/luxor-hotel-nurture-spa?c=all&amp;p=1
las-vegas	Midwest Homebrewing and Winemaking Supplies	64	127	42	http://www.groupon.com/deals/midwest-hydroponic-las-vegas?c=all&amp;p=1
las-vegas	Posare Salon	25	50	302	http://www.groupon.com/deals/posare-salon-las-vegas?c=all&amp;p=1
las-vegas	Round Table Pizza Las Vegas	5	15	1540	http://www.groupon.com/deals/round-table-pizza-las-vegas?c=all&amp;p=1
las-vegas	V Theater	20	60	243	http://www.groupon.com/deals/the-v-theater-las-vegas-nv?c=all&amp;p=1
las-vegas	Wildhorse Golf Club	25	108	2600	http://www.groupon.com/deals/wild-horse-golf-club-1?c=all&amp;p=1
saskatoon	C$20 for C$48 at Inner Peace Yoga Saskatoon	20	48	103	http://www.groupon.com/deals/inner-peace-yoga-saskatoon?c=all&amp;p=1
saskatoon	Michelle Molle RMT	22	45	500	http://www.groupon.com/deals/michelle-molle-rmt?c=all&amp;p=1
charleston	$10 for $22 at The Charleston Museum	10	22	492	http://www.groupon.com/deals/charleston-museum-1?c=all&amp;p=1
charleston	SnapTotes.com	29	60	6	http://www.groupon.com/deals/snaptotes-charleston?c=all&amp;p=1
charleston	Paul Mitchell The School Charleston	30	65	297	http://www.groupon.com/deals/paul-mitchell-the-school-charleston?c=all&amp;p=1
charleston	"Glamour" Magazine 	6	12	91	http://www.groupon.com/deals/glamour-magazine-charleston?c=all&amp;p=1
charleston	The Historic Savannah Theatre	17	35	4	http://www.groupon.com/deals/historic-savannah-theatre-charleston?c=all&amp;p=1
charleston	C Savannah	5	10	96	http://www.groupon.com/deals/c-savannah-charleston?c=all&amp;p=1
topeka-lawrence	$25 for $50 at DiapersDirect.com	25	50	47	http://www.groupon.com/deals/diapers-direct-topeka?c=all&amp;p=1
topeka-lawrence	Eileen’s Colossal Cookies	4	8	367	http://www.groupon.com/deals/eileens-colossal-cookies-2?c=all&amp;p=1
topeka-lawrence	Jeremiah Bullfrogs Live	5	10	92	http://www.groupon.com/deals/jeremiah-bullfrogs?c=all&amp;p=1
topeka-lawrence	"Garden &amp; Gun" Magazine	10	20	2	http://www.groupon.com/deals/garden-and-gun-topeka?c=all&amp;p=1
topeka-lawrence	Sizzors Inc. 	10	20	104	http://www.groupon.com/deals/sizzors-salon-and-spa?c=all&amp;p=1
topeka-lawrence	eUndies.com	12	25	26	http://www.groupon.com/deals/eundies-topeka?c=all&amp;p=1
topeka-lawrence	Bandals Footwear	30	75	23	http://www.groupon.com/deals/bandals-topeka?c=all&amp;p=1
austin	$10 for $20 at Zocalo Café	10	20	2702	http://www.groupon.com/deals/zocalo-cafe?c=all&amp;p=1
austin	Book Pride	24	60	121	http://www.groupon.com/deals/book-pride?c=all&amp;p=1
austin	Fit To The Core	27	54	92	http://www.groupon.com/deals/fit-to-the-core-austin?c=all&amp;p=1
austin	The Gallery G	99	400	5	http://www.groupon.com/deals/the-gallery-g-1?c=all&amp;p=1
austin	Wimberley Valley Winery and Tasting Room	24	50	54	http://www.groupon.com/deals/wimberley-valley-winery?c=all&amp;p=1
austin	Cadiz Laser Spa	75	245	150	http://www.groupon.com/deals/cadiz-laser-spa-1?c=all&amp;p=1
austin	Tiff's Treats	10	20	3567	http://www.groupon.com/deals/tiffs-treats-austin?c=all&amp;p=1
austin	Mayborn Planetarium and Space Theater	2	4	391	http://www.groupon.com/deals/mayborn-planetarium?c=all&amp;p=1
austin	Express Care Quick Lube	20	40	13	http://www.groupon.com/deals/valvoline-express-care-austin?c=all&amp;p=1
austin	Kerbey Lane Cafe	7	15	12170	http://www.groupon.com/deals/kerbey-lane-cafe?c=all&amp;p=1
baltimore	$25 for $50 at The Kings Contrivance Restaurant	25	50	1000	http://www.groupon.com/deals/kings-contrivance-baltimore?c=all&amp;p=1
baltimore	SegZone Tours	30	60	89	http://www.groupon.com/deals/segzone-tours-baltimore-1?c=all&amp;p=1
baltimore	The Healing Path	59	150	44	http://www.groupon.com/deals/the-healing-path-baltimore?c=all&amp;p=1
baltimore	South River Boat Rentals	200	440	53	http://www.groupon.com/deals/south-river-boat-rentals?c=all&amp;p=1
baltimore	Superior Tours	30	60	1000	http://www.groupon.com/deals/superior-tours-3?c=all&amp;p=1
baltimore	Great Feathers Fly Shop	55	130	133	http://www.groupon.com/deals/great-feathers-baltimore?c=all&amp;p=1
baltimore	Sip &amp; Chow Tasting Tour	25	50	169	http://www.groupon.com/deals/sip-chow-tasting-tour?c=all&amp;p=1
baltimore	Ocean City Air Show	19	39	22	http://www.groupon.com/deals/ocean-city-air-show-baltimore?c=all&amp;p=1
baltimore	College Hunks Hauling Junk	149	298	67	http://www.groupon.com/ch/home-and-garden/deals/college-hunks-hauling-junk-dc-1?c=all&amp;p=1
baltimore	Hybrid Light	30	60	111	http://www.groupon.com/ch/home-and-garden/deals/hybrid-light-dc?c=all&amp;p=1
baltimore	Leeco Painting	90	300	126	http://www.groupon.com/ch/home-and-garden/deals/leeco-painting?c=all&amp;p=1
baltimore	One Block Off the Grid	99	1100	12	http://www.groupon.com/ch/home-and-garden/deals/one-block-off-the-grid-dc?c=all&amp;p=1
macon	$35 for $75 at Women's Health Institute of Macon	35	75	17	http://www.groupon.com/deals/womens-health-institute-of-macon?c=all&amp;p=1
macon	GetMaineLobster.com	115	245	1	http://www.groupon.com/deals/get-maine-lobster-macon-1?c=all&amp;p=1
macon	The Candleberry Company	15	30	1	http://www.groupon.com/deals/candleberry-candle-company-macon?c=all&amp;p=1
macon	The Cantrell Center	43	108	26	http://www.groupon.com/deals/the-cantrell-center?c=all&amp;p=1
macon	Miracle Strip at Pier Park	10	19	34	http://www.groupon.com/deals/miracle-strip-pier-park-macon?c=all&amp;p=1
stockton	$10 for $20 at Strings Italian Cafe	10	20	347	http://www.groupon.com/deals/strings-italian-cafe?c=all&amp;p=1
stockton	Luscious Salon	15	35	16	http://www.groupon.com/deals/luscious-salon-1?c=all&amp;p=1
stockton	Iguana Wanna 	15	30	267	http://www.groupon.com/deals/iguana-wanna?c=all&amp;p=1
stockton	Appliance Art	25	50	76	http://www.groupon.com/ch/home-and-garden/deals/appliance-art?c=all&amp;p=1
roanoke	$10 for $25 at Nutty Guys	10	25	112	http://www.groupon.com/deals/nutty-guys-roanoke-2?c=all&amp;p=1
roanoke	CafePress	39	100	15	http://www.groupon.com/deals/cafepress-roanoke?c=all&amp;p=1
roanoke	BB&amp;T's Party in the Park	6	12	82	http://www.groupon.com/deals/event-zone-roanoke-va?c=all&amp;p=1
roanoke	Tickle Bellies	15	30	59	http://www.groupon.com/deals/tickle-bellies-roanoke?c=all&amp;p=1
columbus-ga	$40 for $100 at ScanDigital	40	100	17	http://www.groupon.com/deals/scan-digital-columbus-georgia?c=all&amp;p=1
columbus-ga	Miracle Strip at Pier Park	10	19	114	http://www.groupon.com/deals/miracle-strip-pier-park-columbus?c=all&amp;p=1
portland-me	$7 for $15 at Mediocre Deli	7	15	192	http://www.groupon.com/deals/mediocre-deli?c=all&amp;p=1
portland-me	Larger Than Life Prints	35	84	4	http://www.groupon.com/deals/larger-than-life-prints-portland-maine?c=all&amp;p=1
portland-me	Cap'n Fish's	19	38	551	http://www.groupon.com/deals/capn-fishs-whale-watch-boothbay-harbor?c=all&amp;p=1
portland-me	American Sailor Clothing	20	40	55	http://www.groupon.com/deals/american-sailor-clothing?c=all&amp;p=1
westchester-county	$115 for $245 at GetMaineLobster.com	115	245	21	http://www.groupon.com/deals/get-maine-lobster-westchester?c=all&amp;p=1
westchester-county	Clay Art Center	25	50	41	http://www.groupon.com/deals/clay-art-center?c=all&amp;p=1
westchester-county	Suburbia Roller Derby	7	15	27	http://www.groupon.com/deals/suburbia-roller-derby?c=all&amp;p=1
westchester-county	FreshDirect	50	100	286	http://www.groupon.com/deals/fresh-direct-westchester?c=all&amp;p=1
westchester-county	Dali Decals	20	50	53	http://www.groupon.com/deals/dali-decals-westchester-county-1?c=all&amp;p=1
westchester-county	Art + Auction	40	80	49	http://www.groupon.com/ch/home-and-garden/deals/blue-dolphin-new-york?c=all&amp;p=1
westchester-county	Capital Audio	20	45	7	http://www.groupon.com/ch/home-and-garden/deals/capital-audio-nyc?c=all&amp;p=1
westchester-county	Pink Red Kelly	50	100	34	http://www.groupon.com/ch/home-and-garden/deals/pink-red-kelly-nyc?c=all&amp;p=1
westchester-county	SunSetter Awnings	99	600	16	http://www.groupon.com/ch/home-and-garden/deals/sunsetter-products-nyc?c=all&amp;p=1
westchester-county	TilesandSmiles	10	25	435	http://www.groupon.com/ch/home-and-garden/deals/tiles-and-smiles-nyc?c=all&amp;p=1
westchester-county	Violight	20	40	415	http://www.groupon.com/ch/home-and-garden/deals/violight?c=all&amp;p=1
st-johns	C$30 for C$71 at Max Arts. Athletics. Wellness.	30	71	59	http://www.groupon.com/deals/max-arts-athletics-wellness?c=all&amp;p=1
st-johns	Johnson Geo Centre	20	40	177	http://www.groupon.com/deals/johnson-geo-centre?c=all&amp;p=1
philadelphia	$40 for $80 at East Coast Jet Ski	40	80	112	http://www.groupon.com/deals/east-coast-jetski-1?c=all&amp;p=1
philadelphia	CrossFit Manayunk	49	405	61	http://www.groupon.com/deals/crossfit-manayunk?c=all&amp;p=1
philadelphia	Experience Yoga Studios	25	62	40	http://www.groupon.com/deals/experience-yoga-studios?c=all&amp;p=1
philadelphia	Grappa Café	15	30	292	http://www.groupon.com/deals/grappa-cafe?c=all&amp;p=1
philadelphia	Pocono Fishing Adventures	30	60	14	http://www.groupon.com/deals/pocono-fishing-adventures-1?c=all&amp;p=1
philadelphia	Spa at Salon 130	40	80	38	http://www.groupon.com/deals/salon-130-and-spa?c=all&amp;p=1
philadelphia	Lederach Tea Room	12	24	403	http://www.groupon.com/deals/lederach-tea-room?c=all&amp;p=1
philadelphia	Sankhya Yoga School &amp; Wellness Center	225	550	1	http://www.groupon.com/deals/sankhya-yoga-school?c=all&amp;p=1
philadelphia	Skirmish USA	24	54	190	http://www.groupon.com/deals/skirmish-usa?c=all&amp;p=1
philadelphia	Woksabi	15	30	740	http://www.groupon.com/deals/woksabi?c=all&amp;p=1
philadelphia	Wizard World Philadelphia Comic Con	10	35	1607	http://www.groupon.com/deals/philadelphia-comic-con?c=all&amp;p=1
philadelphia	Freshii	10	21	231	http://www.groupon.com/deals/freshii-philadelphia?c=all&amp;p=1
philadelphia	"Game &amp; Fish" Magazine	8	18	45	http://www.groupon.com/deals/game-and-fish-philadelphia?c=all&amp;p=1
philadelphia	Octavio Miles Boutique	35	75	46	http://www.groupon.com/deals/octavio-miles-boutique?c=all&amp;p=1
philadelphia	Surfside Fitness	29	60	109	http://www.groupon.com/deals/surfside-fitness?c=all&amp;p=1
philadelphia	Allegro Grille	15	30	400	http://www.groupon.com/deals/allegro-grille?c=all&amp;p=1
sioux-falls	$25 for $50 at HoneyBaked Ham	25	50	223	http://www.groupon.com/deals/honeybaked-ham-sioux-falls?c=all&amp;p=1
sioux-falls	Dakota Dental Wellness	50	278	118	http://www.groupon.com/deals/dakota-dental-sioux-falls?c=all&amp;p=1
sioux-falls	Big Fish Games	3	10	183	http://www.groupon.com/deals/big-fish-games-sioux-falls?c=all&amp;p=1
sioux-falls	Plooster Photography	60	200	27	http://www.groupon.com/deals/plooster-photography?c=all&amp;p=1
sioux-falls	SnapTotes.com	29	60	7	http://www.groupon.com/deals/snaptotes-sioux-falls?c=all&amp;p=1
orange-county	$59 for $450 at Capturing True Emotion	59	450	181	http://www.groupon.com/deals/val-westover-photography-orange-county-1?c=all&amp;p=1
orange-county	Comfort Laser Clinics	99	540	97	http://www.groupon.com/deals/comfort-laser-clinics?c=all&amp;p=1
orange-county	OC Custom Wine	15	30	46	http://www.groupon.com/deals/oc-custom-wine-1?c=all&amp;p=1
orange-county	The Golf Club at Rancho California	30	75	203	http://www.groupon.com/deals/golf-club-rancho-california?c=all&amp;p=1
orange-county	Cookin' Stuff	20	40	974	http://www.groupon.com/ch/home-and-garden/deals/cookin-stuff-2?c=all&amp;p=1
orange-county	"Bon Appétit" Magazine	7	15	1693	http://www.groupon.com/ch/home-and-garden/deals/bon-appetit-la-channel?c=all&amp;p=1
orange-county	Hybrid Light	30	60	173	http://www.groupon.com/ch/home-and-garden/deals/hybrid-light-la?c=all&amp;p=1
orange-county	Jolivette Cleaning Services	69	159	283	http://www.groupon.com/ch/home-and-garden/deals/jolivette-cleaning-service-la?c=all&amp;p=1
orange-county	The Spicy Gourmet	15	40	141	http://www.groupon.com/ch/home-and-garden/deals/the-spicy-gourmet-la?c=all&amp;p=1
spokane-coeur-dalene	$20 for $40 at Parker Paint	20	40	106	http://www.groupon.com/deals/parker-paint-spokane?c=all&amp;p=1
spokane-coeur-dalene	Planet Beach Contempo Spa	20	70	330	http://www.groupon.com/deals/planet-beach-contempo-spokane?c=all&amp;p=1
spokane-coeur-dalene	ScanDigital	40	100	75	http://www.groupon.com/deals/scan-digital-spokane-washington?c=all&amp;p=1
minneapolis-stpaul	$23 for $45 at Paradise Charter Cruises and Minneapolis Queen	23	45	270	http://www.groupon.com/deals/paradise-charter-cruises?c=all&amp;p=1
minneapolis-stpaul	FantaSea Scuba &amp; Travel	12	25	99	http://www.groupon.com/deals/fantasea-scuba?c=all&amp;p=1
minneapolis-stpaul	Minnesota Helicopters	199	399	51	http://www.groupon.com/deals/minnesota-helicopters?c=all&amp;p=1
minneapolis-stpaul	The Calla Lily Day Spa	69	140	77	http://www.groupon.com/deals/the-calla-lily-day-spa?c=all&amp;p=1
minneapolis-stpaul	Wow! Zone	10	21	86	http://www.groupon.com/deals/wow-zone-mankato?c=all&amp;p=1
minneapolis-stpaul	Barclay's Wine	25	75	287	http://www.groupon.com/deals/barclays-wine-minneapolis-5?c=all&amp;p=1
minneapolis-stpaul	Associated Eye Care	2195	4390	71	http://www.groupon.com/deals/associated-eye-care-minneapolis?c=all&amp;p=1
calgary	C$35 for C$75 at Saco Salon	35	75	130	http://www.groupon.com/deals/saco-salon-academy?c=all&amp;p=1
calgary	The Reef 'N Beef Restaurant and Lounge	7	15	1000	http://www.groupon.com/deals/reef-n-beef?c=all&amp;p=1
evansville	$20 for $40 at PenPals Stationery Shoppe	20	40	110	http://www.groupon.com/deals/penpals-stationery-shoppe?c=all&amp;p=1
evansville	Pump It Up	30	60	89	http://www.groupon.com/deals/pump-it-up-evansville?c=all&amp;p=1
evansville	Wine Insiders	25	75	74	http://www.groupon.com/deals/wine-insiders-evansville-indiana?c=all&amp;p=1
evansville	PowerCapes	15	30	12	http://www.groupon.com/deals/powercapescom?c=all&amp;p=1
naples	$30 for $60 at Monkey Bread Factory	30	60	19	http://www.groupon.com/deals/the-original-monkey-bread-factory?c=all&amp;p=1
naples	Biscayne National Underwater Park	12	25	17	http://www.groupon.com/deals/biscayne-national-underwater-park-naples?c=all&amp;p=1
athens-ga	$35 for $115 at Photobook America	35	115	24	http://www.groupon.com/deals/photobook-america-athens?c=all&amp;p=1
athens-ga	Picture It On Canvas	39	125	107	http://www.groupon.com/deals/picture-it-on-canvas-athens?c=all&amp;p=1
huntsville	$38 for $77 at Outdoor Adventure Rafting	38	77	18	http://www.groupon.com/deals/outdoor-adventure-rafting-huntsville?c=all&amp;p=1
huntsville	Dance Trance	30	100	92	http://www.groupon.com/deals/dance-trance-madison?c=all&amp;p=1
huntsville	Alabama Cruises at Bellingrath Gardens and Home	49	98	2	http://www.groupon.com/deals/alabama-cruises-huntsville?c=all&amp;p=1
raleigh-durham	$34 for $70 at Sky Stylist Studios Salon &amp; Spa	34	70	321	http://www.groupon.com/deals/sky-stylists-sudios-salon-spa?c=all&amp;p=1
raleigh-durham	Lazer FX-Lazer Tag	10	21	27	http://www.groupon.com/deals/lazer-fxlazertag-arcade-2?c=all&amp;p=1
raleigh-durham	Talulla’s	10	20	441	http://www.groupon.com/deals/talullas?c=all&amp;p=1
raleigh-durham	Carolina Smiles	180	725	20	http://www.groupon.com/deals/carolina-smiles?c=all&amp;p=1
raleigh-durham	Dead Broke Farm	20	40	141	http://www.groupon.com/deals/dead-broke-farm-raleigh-2?c=all&amp;p=1
raleigh-durham	Five Star Painting	79	210	72	http://www.groupon.com/deals/five-star-painting-raleigh?c=all&amp;p=1
raleigh-durham	Def Leppard	30	64	954	http://www.groupon.com/deals/def-leppard-time-warner?c=all&amp;p=1
raleigh-durham	Alpha Mama Art	32	65	77	http://www.groupon.com/deals/alpha-mama-art?c=all&amp;p=1
raleigh-durham	Big Fish Games	3	10	314	http://www.groupon.com/deals/big-fish-games-fayetteville?c=all&amp;p=1
raleigh-durham	Raleigh Rolfing	30	80	70	http://www.groupon.com/deals/raleigh-rolfing?c=all&amp;p=1
corpus-christi	$27 for $55 at Knots Out Massage Therapy &amp; More	27	55	69	http://www.groupon.com/deals/knots-out-massage-therapy?c=all&amp;p=1
corpus-christi	Layton Bros. Optical	50	150	20	http://www.groupon.com/deals/layton-bros-optical?c=all&amp;p=1
corpus-christi	Shrimporee	5	10	107	http://www.groupon.com/deals/shrimporee?c=all&amp;p=1
corpus-christi	Bandals Footwear	30	75	27	http://www.groupon.com/deals/bandals-corpus-christi?c=all&amp;p=1
corpus-christi	Box Brothers	15	30	4	http://www.groupon.com/deals/box-brothers-corpus-christi?c=all&amp;p=1
asheville	$10 for $20 at LaZoom Tours	10	20	422	http://www.groupon.com/deals/lazoom-tours?c=all&amp;p=1
asheville	Village Wayside Bar &amp; Grille	7	15	531	http://www.groupon.com/deals/village-wayside-bar-and-grille?c=all&amp;p=1
asheville	My Father's Light	7	15	28	http://www.groupon.com/deals/my-fathers-light-asheville?c=all&amp;p=1
asheville	The Phoenix, Greenville’s Inn	72	154	18	http://www.groupon.com/deals/the-phoenix-greenvilles-inn?c=all&amp;p=1
hartford	$12 for $25 at Zen Bar	12	25	123	http://www.groupon.com/deals/zen-bar?c=all&amp;p=1
hartford	Richard Chevrolet	20	40	44	http://www.groupon.com/deals/richard-chevrolet?c=all&amp;p=1
hartford	The MusicMakers Academy	75	150	16	http://www.groupon.com/deals/the-music-makers-academy?c=all&amp;p=1
hartford	Pirate Mini Golf	6	12	254	http://www.groupon.com/deals/pirate-mini-golf?c=all&amp;p=1
hartford	Scott's Yankee Farmer	10	20	820	http://www.groupon.com/deals/scotts-yankee-farmer?c=all&amp;p=1
hartford	Tool Consignment	7	15	53	http://www.groupon.com/deals/the-tool-consignment-store?c=all&amp;p=1
hartford	Connecticut Repertory Theatre	18	39	294	http://www.groupon.com/deals/connecticut-repertory-theatre?c=all&amp;p=1
hartford	Pink Cut &amp; Color Studio	25	50	53	http://www.groupon.com/deals/pink-cut?c=all&amp;p=1
hartford	Off Center Skin Care	40	100	200	http://www.groupon.com/deals/off-center-skin-care?c=all&amp;p=1
honolulu	$24 for $49 at Windward Watersports	24	49	20	http://www.groupon.com/deals/windward-watersports-1?c=all&amp;p=1
honolulu	Paul Mitchell the School Honolulu	10	20	142	http://www.groupon.com/deals/paul-mitchell-the-school-honolulu?c=all&amp;p=1
honolulu	The Hawaiian Chef	25	50	839	http://www.groupon.com/deals/the-hawaiian-chef?c=all&amp;p=1
honolulu	Hazel Lee at J Boutique Salon &amp; Spa	60	140	250	http://www.groupon.com/deals/j-boutique-salon-spa-hazel?c=all&amp;p=1
honolulu	EverydaySource.com	10	20	116	http://www.groupon.com/deals/everydaysource-honolulu?c=all&amp;p=1
santa-cruz	$10 for $20 at Laili	10	20	697	http://www.groupon.com/deals/laili-santa-cruz?c=all&amp;p=1
santa-cruz	Free to Ride Surf Shop	10	20	72	http://www.groupon.com/deals/free-to-ride-surf-shop?c=all&amp;p=1
santa-cruz	Motiv	15	30	615	http://www.groupon.com/deals/motiv?c=all&amp;p=1
santa-cruz	Dr. David S. Goldberg at Monterey Skin Fitness Center	79	175	63	http://www.groupon.com/deals/monterey-skin-fitness-center-2?c=all&amp;p=1
atlanta	$75 for $170 at Scoop-itz	75	170	38	http://www.groupon.com/deals/scoop-itz?c=all&amp;p=1
atlanta	Firebird Rotisserie and Sports	10	20	283	http://www.groupon.com/deals/firebird-rotisserie-and-sports?c=all&amp;p=1
atlanta	Joffe MediCenter	250	500	12	http://www.groupon.com/deals/joffe-medicenter-atlanta?c=all&amp;p=1
atlanta	Little Pink Book	49	99	16	http://www.groupon.com/deals/little-pink-book?c=all&amp;p=1
atlanta	The Inn on Greene Street	99	199	4	http://www.groupon.com/deals/the-inn-on-greene-street?c=all&amp;p=1
atlanta	Vendetta Pizza Cafe	7	15	71	http://www.groupon.com/deals/vendetta-pizza-cafe?c=all&amp;p=1
atlanta	EOS Medical Spa	99	900	219	http://www.groupon.com/deals/eos-medical-spa?c=all&amp;p=1
atlanta	Def Leppard	20	40	1223	http://www.groupon.com/deals/def-leppard-aarons?c=all&amp;p=1
atlanta	Peachtree Village International Film Festival	75	200	14	http://www.groupon.com/deals/peachtree-village-intl-film-festival?c=all&amp;p=1
atlanta	Gallery Street	32	68	71	http://www.groupon.com/ch/home-and-garden/deals/gallery-street-atlanta?c=all&amp;p=1
atlanta	Smyrna Frame &amp; Art	50	100	26	http://www.groupon.com/ch/home-and-garden/deals/smyrna-frame-and-art?c=all&amp;p=1
atlanta	South Atlanta Granite	125	250	1	http://www.groupon.com/ch/home-and-garden/deals/south-atlanta-granite?c=all&amp;p=1
atlanta	The Lawn Ranger	50	350	85	http://www.groupon.com/ch/home-and-garden/deals/the-lawn-ranger?c=all&amp;p=1
atlanta	Clutterologist	75	150	150	http://www.groupon.com/ch/home-and-garden/deals/clutterologist?c=all&amp;p=1
memphis	$6 for $12 at Vanelli's Deli	6	12	322	http://www.groupon.com/deals/vanellis-deli?c=all&amp;p=1
memphis	Marascalco Dermatology Clinic	150	450	1	http://www.groupon.com/deals/marascalco-dermatology-clinic?c=all&amp;p=1
memphis	Tropical Tans of Arlington	19	61	33	http://www.groupon.com/deals/tropical-tans-of-arlington-1?c=all&amp;p=1
memphis	Elvis Presley’s Graceland Mansion	17	35	1863	http://www.groupon.com/deals/graceland-memphis-tenn?c=all&amp;p=1
memphis	FedEx St. Jude Classic	35	70	253	http://www.groupon.com/deals/fedex-st-jude-classic-memphis?c=all&amp;p=1
memphis	Splendor Farms Bed &amp; Breakfast	135	275	2	http://www.groupon.com/deals/splendor-farms-memphis?c=all&amp;p=1
santa-clarita	$20 for $40 at Cookin' Stuff	20	40	974	http://www.groupon.com/ch/home-and-garden/deals/cookin-stuff-2?c=all&amp;p=1
santa-clarita	"Bon Appétit" Magazine	7	15	1693	http://www.groupon.com/ch/home-and-garden/deals/bon-appetit-la-channel?c=all&amp;p=1
santa-clarita	Hybrid Light	30	60	173	http://www.groupon.com/ch/home-and-garden/deals/hybrid-light-la?c=all&amp;p=1
santa-clarita	Jolivette Cleaning Services	69	159	280	http://www.groupon.com/ch/home-and-garden/deals/jolivette-cleaning-service-la?c=all&amp;p=1
santa-clarita	The Spicy Gourmet	15	40	141	http://www.groupon.com/ch/home-and-garden/deals/the-spicy-gourmet-la?c=all&amp;p=1
